#{"t_start": 1749313503.6084454, "env_id": "None"}
r,l,t
100.0,60,821.407829
100.0,32,822.128366
100.0,16,822.501752
100.0,46,823.536968
100.0,5,823.659258
100.0,45,824.641484
100.0,36,825.411825
100.0,51,826.513729
100.0,40,827.382663
100.0,14,827.727307
100.0,46,828.878808
100.0,41,829.798258
100.0,42,830.641386
100.0,53,831.997468
100.0,46,833.360013
100.0,22,833.960885
100.0,20,834.480034
100.0,4,834.59099
100.0,66,836.19311
100.0,1,836.227165
-100.0,26,836.837519
100.0,53,840.410644
100.0,18,840.826785
100.0,34,842.500757
100.0,15,843.288429
100.0,21,843.884455
0.0,75,845.548803
100.0,36,846.365077
100.0,29,846.973219
-100.0,10,847.192629
100.0,21,847.625026
100.0,41,848.470326
100.0,42,849.298891
100.0,14,849.58658
100.0,11,849.810758
100.0,25,850.309679
100.0,36,851.023014
100.0,10,851.222465
100.0,18,851.57522
100.0,32,852.195913
100.0,10,852.400162
100.0,13,852.661932
100.0,7,852.806481
100.0,11,853.031154
100.0,7,853.17732
100.0,2,853.223871
100.0,34,853.879767
100.0,27,854.402426
100.0,29,854.945634
100.0,35,855.649693
100.0,8,855.815503
100.0,16,856.140915
100.0,19,856.522344
100.0,43,857.395709
100.0,14,857.679499
100.0,8,857.84789
100.0,15,858.164623
100.0,18,858.612054
100.0,53,859.759759
100.0,35,860.529209
100.0,22,861.013194
-100.0,6,861.153127
100.0,46,862.123868
100.0,37,862.905127
100.0,37,863.68754
100.0,15,864.017301
100.0,15,864.370397
100.0,22,864.844713
100.0,44,865.76774
100.0,20,866.23206
100.0,26,866.796624
100.0,22,867.281632
100.0,25,867.862918
100.0,15,868.205046
100.0,35,868.982948
100.0,42,869.879339
100.0,17,870.242669
100.0,49,871.250289
100.0,35,871.97786
100.0,24,872.536354
100.0,9,872.726242
100.0,40,873.602719
100.0,18,873.979198
100.0,28,874.584719
100.0,25,875.126629
100.0,25,875.634983
100.0,38,876.422084
100.0,18,876.840294
100.0,10,877.054621
100.0,2,877.100381
100.0,1,877.12745
100.0,56,878.386611
100.0,15,878.733938
100.0,5,878.859449
100.0,15,879.199344
100.0,53,880.364913
100.0,48,881.388909
100.0,10,881.607165
100.0,43,882.597041
100.0,51,883.760706
100.0,14,884.085044
100.0,27,884.647191
100.0,7,884.80558
100.0,42,888.100997
100.0,17,888.495207
100.0,37,889.3431
100.0,14,889.695145
100.0,9,889.903821
100.0,14,890.223416
100.0,2,890.284743
100.0,38,891.109057
100.0,9,891.31761
-100.0,9,891.526307
100.0,43,892.526498
100.0,25,893.112395
100.0,28,893.765463
100.0,5,893.889766
100.0,22,894.387624
100.0,49,895.395211
100.0,5,895.508487
100.0,22,895.952471
100.0,23,896.419221
100.0,31,897.044409
100.0,10,897.255932
100.0,7,897.406914
-100.0,16,897.733257
100.0,18,898.09589
100.0,24,898.575795
100.0,8,898.735991
100.0,38,899.513015
100.0,35,900.214155
100.0,22,900.712358
100.0,11,900.94065
100.0,7,901.089976
100.0,19,901.478391
100.0,17,901.812526
100.0,23,902.284577
100.0,14,902.57114
100.0,41,903.396703
100.0,21,903.82326
100.0,56,904.933623
100.0,16,905.263482
100.0,12,905.524304
100.0,31,906.140558
100.0,35,906.843268
100.0,13,907.116441
100.0,5,907.224689
100.0,23,907.679806
100.0,29,908.259943
100.0,37,909.008188
100.0,37,909.761357
100.0,24,910.277409
100.0,33,910.972837
100.0,31,911.679117
100.0,29,912.322724
100.0,34,913.095783
100.0,10,913.341874
100.0,16,913.692809
100.0,22,914.186291
100.0,15,914.513523
100.0,24,915.027035
100.0,21,915.461562
100.0,25,915.990811
100.0,58,917.175858
100.0,28,917.761547
100.0,51,918.8309
100.0,20,919.252324
100.0,15,919.584639
100.0,12,919.846965
100.0,28,920.463111
100.0,2,920.520518
100.0,9,920.743408
100.0,18,921.199643
100.0,43,922.221681
100.0,23,922.73776
100.0,13,923.028986
100.0,21,923.497717
100.0,19,923.912765
100.0,17,924.289742
100.0,21,924.805054
100.0,29,925.436751
100.0,27,926.095955
100.0,27,926.670082
100.0,16,927.003835
100.0,21,927.446776
100.0,5,927.5564
100.0,9,927.746843
100.0,10,927.951865
100.0,37,928.820768
100.0,5,928.937371
100.0,13,929.226938
100.0,28,929.872357
100.0,9,930.071969
100.0,15,930.378428
100.0,20,930.797601
100.0,8,930.972389
100.0,21,931.414478
100.0,38,934.553114
100.0,16,934.888219
100.0,2,934.938959
100.0,24,935.479937
-100.0,8,935.661957
100.0,33,936.368263
100.0,50,937.41891
100.0,47,938.491976
100.0,21,938.978832
100.0,24,939.489413
100.0,16,939.82527
100.0,14,940.112336
100.0,16,940.448557
