#{"t_start": 1748975210.0677748, "env_id": "None"}
r,l,t,mean_dt,std_dt
100.0,26,5576.361618,0.9237381219863892,0.5771967768669128
100.0,12,5576.562675,1.0643757581710815,0.4865085482597351
100.0,22,5576.918071,1.085666537284851,0.49699339270591736
100.0,8,5577.050108,1.0212578773498535,0.6349408626556396
100.0,42,5577.716847,0.9050745368003845,0.7021762132644653
100.0,9,5577.871885,1.0507628917694092,0.6409413814544678
-100.0,32,5578.376494,0.661058783531189,0.6016443967819214
100.0,4,5578.443499,0.9713960289955139,0.5379148125648499
100.0,34,5578.990256,0.8775091767311096,0.5017308592796326
100.0,32,5579.501417,0.8512197732925415,0.5454708337783813
-100.0,6,5579.600936,0.4068009555339813,0.2943986654281616
100.0,25,5579.998184,0.8733285665512085,0.6519964933395386
100.0,25,5580.415267,0.9204133749008179,0.6064175963401794
-100.0,14,5580.66956,0.7151492238044739,0.4938179850578308
100.0,33,5581.20972,0.8958765268325806,0.5145949125289917
100.0,48,5583.149943,0.781703531742096,0.5212367177009583
100.0,24,5583.533447,1.0731502771377563,0.6946918368339539
100.0,39,5584.160098,0.8289721608161926,0.5758698582649231
100.0,17,5584.43014,1.0243465900421143,0.6180741786956787
100.0,65,5585.446911,0.6956659555435181,0.6340838670730591
100.0,21,5585.781663,1.1506952047348022,0.5434699654579163
100.0,8,5585.912764,1.0733022689819336,0.4503271281719208
100.0,23,5586.28043,1.0888320207595825,0.6478603482246399
100.0,12,5586.476477,1.1024070978164673,0.5799602270126343
100.0,12,5586.671514,1.046118140220642,0.5813828706741333
100.0,7,5586.788034,1.0239850282669067,0.36305752396583557
100.0,6,5586.888554,1.3166389465332031,0.4798945188522339
100.0,53,5587.711233,0.6509625315666199,0.5665724277496338
100.0,25,5588.097895,0.9222680926322937,0.45913082361221313
100.0,26,5588.50498,0.8988977670669556,0.5558056235313416
100.0,8,5588.639502,1.2043389081954956,0.5354995727539062
100.0,8,5588.777533,1.263770580291748,0.3548033833503723
100.0,23,5589.145114,0.9303637146949768,0.5694567561149597
100.0,7,5589.263145,1.2106401920318604,0.7598521709442139
100.0,36,5589.821735,0.8670181035995483,0.5009136199951172
100.0,16,5590.081068,0.9961152076721191,0.37326881289482117
100.0,19,5590.380638,0.9054754972457886,0.579030454158783
100.0,33,5590.911885,0.7512794137001038,0.5246619582176208
100.0,20,5591.250983,0.9735077619552612,0.5231162905693054
100.0,5,5591.337495,1.3268311023712158,0.4840572774410248
100.0,13,5591.556625,0.9916994571685791,0.31123727560043335
100.0,18,5591.843678,1.0422636270523071,0.5402886867523193
100.0,57,5592.754914,0.7136653661727905,0.5969688892364502
-100.0,17,5593.042953,0.8220251202583313,0.5953566431999207
100.0,30,5593.534081,0.879177987575531,0.6024714112281799
100.0,35,5594.109181,0.897831916809082,0.6188141703605652
100.0,3,5594.164707,1.2880984544754028,0.24727629125118256
100.0,15,5594.407741,0.8452172875404358,0.5402661561965942
100.0,11,5594.588792,0.8452844619750977,0.6923426985740662
100.0,25,5594.989631,0.9553753137588501,0.44468075037002563
-100.0,6,5595.091149,1.0985138416290283,0.3517528474330902
100.0,33,5595.613771,0.8931303024291992,0.49346184730529785
100.0,44,5596.306197,0.7561948299407959,0.570151686668396
100.0,36,5596.866327,0.8650718331336975,0.5814237594604492
100.0,48,5597.635955,0.7605972290039062,0.6256774067878723
-100.0,20,5597.971043,0.9949334859848022,0.6867181062698364
100.0,15,5598.217088,1.2210338115692139,0.4224993586540222
100.0,17,5598.490638,1.094576358795166,0.5172727704048157
100.0,16,5598.756193,1.1308307647705078,0.5594387054443359
100.0,25,5599.175274,1.1813868284225464,0.43929222226142883
100.0,4,5599.245279,1.0030595064163208,0.33675622940063477
100.0,7,5599.365304,1.0450016260147095,0.3643689453601837
100.0,12,5599.560351,0.9567944407463074,0.5818355083465576
100.0,14,5599.784389,0.8851593136787415,0.5323352813720703
-100.0,25,5600.178456,0.9270997643470764,0.4649356007575989
100.0,54,5601.039737,0.809967041015625,0.560927152633667
100.0,16,5601.300292,1.047953724861145,0.5268033742904663
100.0,28,5601.747957,0.873081624507904,0.5372368097305298
100.0,12,5601.953007,1.3083992004394531,0.573727548122406
100.0,8,5602.086033,1.0547488927841187,0.2580149173736572
100.0,33,5602.616645,0.8382161259651184,0.6944040656089783
100.0,21,5602.950209,1.0344266891479492,0.5260615944862366
100.0,12,5603.151245,1.2253844738006592,0.4755789041519165
100.0,19,5603.453815,0.9877540469169617,0.49091821908950806
100.0,24,5603.853906,0.9647912979125977,0.4823203384876251
100.0,5,5603.948425,1.0537745952606201,0.43475669622421265
100.0,32,5605.522686,0.8890367746353149,0.5930020213127136
100.0,23,5605.885751,0.7869551181793213,0.45789170265197754
-100.0,98,5607.401498,0.3982548117637634,0.3962143659591675
100.0,29,5607.856562,0.869804859161377,0.49858516454696655
100.0,26,5608.268156,0.9902490973472595,0.7552747130393982
100.0,23,5608.654702,1.0795021057128906,0.612689733505249
100.0,9,5608.807728,1.226979374885559,0.6838523149490356
-100.0,5,5608.894254,0.47999459505081177,0.3855269253253937
100.0,42,5609.570686,0.927856981754303,0.466469407081604
100.0,20,5609.890236,0.9831384420394897,0.5281789898872375
100.0,9,5610.036753,1.2478314638137817,0.6860798597335815
100.0,26,5610.446819,1.0254961252212524,0.4665731191635132
100.0,33,5610.978495,0.8811973333358765,0.4618777930736542
100.0,37,5611.578621,0.8220634460449219,0.47166284918785095
100.0,47,5612.345254,0.7680386304855347,0.5326443910598755
100.0,54,5613.236439,0.8534083962440491,0.613750696182251
100.0,33,5613.749039,0.7878162860870361,0.5079525113105774
100.0,6,5613.846562,0.9231522083282471,0.39366981387138367
