#{"t_start": 1748959627.5775177, "env_id": "None"}
r,l,t,mean_dt,std_dt-0.0,1981,163.597801,0.050487082451581955,0.002426927676424384
0.0,2000,187.128484,0.05000000819563866,7.450580596923828e-09
0.0,2000,210.751445,0.05000000819563866,7.450580596923828e-09
0.0,1778,231.729481,0.056266073137521744,0.004862534813582897
0.0,2000,255.223022,0.05000000819563866,7.450580596923828e-09
0.0,849,398.883411,0.11782685667276382,0.004040715284645557
0.0,2000,422.503406,0.05000000819563866,7.450580596923828e-09
0.0,2000,446.19024,0.05000000819563866,7.450580596923828e-09
0.0,929,457.274823,0.10764326900243759,0.013633492402732372
0.0,2000,481.12317,0.05000000819563866,7.450580596923828e-09
0.0,1117,628.257553,0.08957282453775406,0.022629735991358757
100.0,1,628.275553,0.05000000074505806,0.0
0.0,1391,644.819783,0.07189179956912994,0.02465556375682354
0.0,585,651.764421,0.17121939361095428,0.016847185790538788
0.0,2000,675.358437,0.05000000819563866,7.450580596923828e-09
0.0,1266,825.009823,0.07902257144451141,0.051369812339544296
0.0,2000,849.148524,0.05000000819563866,7.450580596923828e-09
0.0,928,860.227165,0.10781330615282059,0.08017318695783615
100.0,513,866.30166,0.09574763476848602,0.04813133552670479
0.0,351,870.50504,0.2854052484035492,0.029754266142845154
0.0,2000,1028.990432,0.05000000819563866,7.450580596923828e-09
0.0,1287,1044.391604,0.07770788669586182,0.07717817276716232
0.0,1985,1068.146449,0.05038747191429138,0.003901622723788023
0.0,1669,1088.149603,0.059937573969364166,0.03730988875031471
0.0,1679,1108.075717,0.05956638604402542,0.022672537714242935
100.0,1219,1257.132722,0.05555269494652748,0.028101421892642975
0.0,1401,1273.95168,0.07138869166374207,0.06566442549228668
0.0,1249,1288.895634,0.08009189367294312,0.05492335185408592
0.0,408,1293.772924,0.2452641874551773,0.057704079896211624
0.0,1499,1311.590254,0.06673217564821243,0.06598128378391266
0.0,1001,1458.164152,0.09992551058530807,0.05435299500823021
0.0,544,1464.790231,0.18390817940235138,0.023991141468286514
0.0,992,1476.693525,0.10086727887392044,0.05645115673542023
0.0,1285,1492.088521,0.07783214002847672,0.03279920667409897
0.0,1934,1515.178668,0.05171030014753342,0.011264524422585964
0.0,564,1656.650888,0.17753076553344727,0.0922551155090332
0.0,290,1660.246688,0.3460611402988434,0.08012354373931885
100.0,198,1662.666784,0.11153119057416916,0.08247124403715134
0.0,364,1667.143467,0.27512216567993164,0.0821344330906868
