#{"t_start": 1749046409.1910346, "env_id": "None"}
r,l,t
100.0,46,325.704072
100.0,64,326.670344
100.0,34,327.16479
100.0,30,327.615708
100.0,27,328.018692
100.0,22,328.357681
100.0,25,328.740018
100.0,72,329.822921
100.0,87,331.090897
0.0,100,332.554369
100.0,34,333.058906
0.0,100,339.558853
100.0,36,340.079878
-100.0,17,340.342482
100.0,58,341.213394
100.0,50,341.955235
-100.0,38,342.504231
100.0,26,342.877331
100.0,21,343.182026
100.0,24,343.549294
100.0,71,344.62132
-100.0,49,345.374938
100.0,52,346.162724
100.0,47,348.007873
100.0,95,349.420844
-100.0,74,350.508796
100.0,68,351.528286
100.0,58,352.417832
-100.0,17,352.681469
100.0,33,353.187091
100.0,56,354.037571
100.0,19,354.335601
100.0,52,355.130739
-100.0,54,355.945246
100.0,33,356.431008
100.0,53,357.188748
-100.0,9,357.341702
100.0,70,358.37748
100.0,31,358.835476
100.0,67,359.826034
0.0,100,361.301361
100.0,94,362.650529
100.0,19,362.935135
100.0,60,363.82016
100.0,30,364.270122
100.0,39,364.869626
100.0,27,365.29742
-100.0,25,365.683632
100.0,25,366.088073
100.0,24,366.447177
0.0,100,367.967173
100.0,71,369.051944
100.0,44,369.723489
100.0,36,370.252698
0.0,100,371.75194
100.0,57,372.58156
100.0,45,373.261165
-100.0,16,373.505604
100.0,73,374.585057
-100.0,77,375.72027
0.0,100,377.233284
100.0,17,377.497339
100.0,73,379.821066
100.0,73,380.916953
100.0,56,381.739985
100.0,54,382.540552
0.0,100,383.99845
100.0,45,384.670508
100.0,100,386.120985
100.0,29,386.549377
100.0,37,387.095726
100.0,18,387.369218
100.0,35,387.886922
100.0,43,388.522229
100.0,58,389.422984
100.0,50,390.153378
100.0,68,391.133973
100.0,23,391.468431
100.0,48,392.166678
-100.0,58,393.05598
100.0,63,394.033123
100.0,31,394.503772
-100.0,15,394.727511
100.0,31,395.194502
100.0,42,395.825301
100.0,38,396.385963
0.0,100,397.869442
100.0,90,399.182176
100.0,43,399.803361
100.0,25,400.172005
-100.0,71,401.242517
100.0,28,401.641886
100.0,6,401.733583
100.0,36,402.257207
100.0,57,403.09986
100.0,52,403.865854
100.0,56,404.710989
100.0,60,405.602231
100.0,9,405.74161
-100.0,50,406.495194
100.0,41,407.122225
-100.0,53,407.912323
0.0,100,409.446046
100.0,79,411.839974
100.0,72,412.893917
100.0,50,413.644967
100.0,65,414.602961
100.0,44,415.233952
100.0,45,415.939885
100.0,87,417.276595
100.0,35,417.831463
100.0,90,419.191465
100.0,7,419.309187
100.0,14,419.523884
100.0,28,419.965553
100.0,48,420.714604
100.0,24,421.084627
100.0,87,422.420179
100.0,32,422.902963
100.0,53,423.687504
100.0,66,424.675874
100.0,85,425.93273
100.0,46,426.593341
100.0,9,426.729739
-100.0,22,427.06473
100.0,24,427.425503
100.0,79,428.633465
100.0,36,429.179809
100.0,61,430.077893
100.0,22,430.423383
100.0,33,430.916178
100.0,34,431.439783
100.0,1,431.460822
100.0,17,431.720133
100.0,24,432.094629
100.0,56,432.934872
100.0,87,434.244584
100.0,87,435.562077
100.0,46,436.247326
100.0,34,436.735571
100.0,100,438.216903
100.0,27,438.60564
-100.0,78,439.737289
100.0,60,440.6278
100.0,20,440.926798
100.0,51,441.680728
100.0,29,443.246713
100.0,46,443.94435
-100.0,37,444.490057
100.0,58,445.351563
100.0,19,445.633677
100.0,61,446.583337
100.0,58,447.458767
100.0,75,448.594632
100.0,1,448.617162
100.0,23,448.960025
100.0,80,450.175624
100.0,67,451.155695
100.0,56,451.999883
100.0,20,452.308713
100.0,62,453.221378
100.0,12,453.414324
100.0,32,453.874442
100.0,35,454.384185
100.0,13,454.592211
100.0,32,455.070996
100.0,27,455.491375
-100.0,11,455.661746
100.0,22,455.994481
100.0,32,456.473871
100.0,31,456.943948
100.0,40,457.528506
100.0,82,458.779039
100.0,47,459.49253
100.0,18,459.768903
100.0,51,460.549954
100.0,66,461.546687
100.0,41,462.171248
100.0,47,462.878321
-100.0,52,463.646916
100.0,48,464.373449
100.0,32,464.854926
100.0,29,465.27117
100.0,54,466.07152
100.0,63,467.010512
100.0,48,467.700582
100.0,68,468.716631
100.0,60,469.61747
100.0,47,470.334307
100.0,34,470.878174
100.0,45,471.586704
100.0,23,471.937183
100.0,69,472.980423
100.0,26,473.372018
100.0,94,475.96192
100.0,28,476.365354
100.0,10,476.513955
100.0,92,477.909085
100.0,47,478.610903
100.0,62,479.538105
100.0,79,480.678286
100.0,77,481.822561
100.0,21,482.124306
100.0,79,483.279539
100.0,47,483.951164
-100.0,32,484.420698
100.0,33,484.910158
100.0,13,485.113666
100.0,60,486.016963
100.0,39,486.585515
100.0,50,487.33079
100.0,30,487.785001
100.0,59,488.668298
100.0,41,489.264466
100.0,8,489.382843
100.0,29,489.79984
100.0,48,490.495706
-100.0,19,490.780042
100.0,42,491.397812
-100.0,24,491.757893
100.0,74,492.851207
100.0,7,492.963693
100.0,85,494.216689
100.0,63,497.562314
100.0,40,498.158924
100.0,37,498.723112
100.0,37,499.291446
-100.0,33,499.788778
100.0,62,500.737613
100.0,23,501.104001
-100.0,11,501.286288
100.0,7,501.410031
100.0,45,502.118405
100.0,29,502.592656
100.0,34,503.114095
100.0,23,503.461982
0.0,100,505.010794
-100.0,73,506.148961
100.0,85,507.426147
100.0,71,509.657617
100.0,78,510.813526
-100.0,52,511.579904
100.0,13,511.785486
100.0,61,512.710999
100.0,75,513.87024
100.0,60,514.758039
100.0,24,515.128567
100.0,67,516.15783
100.0,27,516.585833
100.0,26,516.993344
100.0,23,517.355586
100.0,24,517.726046
100.0,47,518.468483
100.0,59,519.365147
100.0,19,519.665689
-100.0,7,519.774465
100.0,62,520.726278
100.0,16,520.97931
100.0,42,521.60996
100.0,15,521.835724
-100.0,38,522.41868
100.0,65,523.414264
100.0,21,523.732429
-100.0,3,523.787532
100.0,25,524.17132
100.0,1,524.192337
100.0,83,525.435806
100.0,61,526.348586
100.0,23,526.692931
100.0,7,526.802083
100.0,29,527.24369
100.0,91,528.627498
100.0,42,529.267242
100.0,29,529.718618
100.0,37,530.303681
100.0,75,531.493282
100.0,87,532.830922
100.0,10,532.994118
100.0,55,533.830415
100.0,38,534.375992
100.0,45,535.038237
-100.0,51,535.81529
100.0,55,536.67224
100.0,69,537.731817
100.0,68,538.745864
100.0,20,539.051364
100.0,96,541.5535
100.0,69,542.636447
-100.0,14,542.869846
100.0,10,543.03514
100.0,28,543.47709
100.0,25,543.876219
100.0,28,544.299676
100.0,30,544.767472
100.0,9,544.911714
100.0,15,545.153548
100.0,11,545.327291
100.0,39,545.944723
100.0,60,546.887394
100.0,27,547.308338
100.0,45,547.999061
100.0,14,548.209698
100.0,22,548.532738
100.0,15,548.767219
100.0,74,549.900558
100.0,64,550.882445
-100.0,23,551.224019
100.0,52,552.005085
100.0,27,552.429928
100.0,32,552.917938
-100.0,15,553.140229
100.0,53,553.925677
100.0,1,553.947247
100.0,43,554.603022
100.0,53,555.40406
100.0,23,555.754606
100.0,48,556.48215
100.0,46,557.183248
100.0,24,557.573147
100.0,27,558.001076
100.0,48,558.742567
100.0,21,559.070199
100.0,57,559.950196
100.0,24,560.328665
100.0,1,560.350249
100.0,69,561.443601
100.0,12,561.62916
-100.0,14,561.850214
-100.0,55,562.695889
100.0,10,562.865434
100.0,20,563.163363
100.0,58,564.02966
-100.0,5,564.113802
-100.0,31,564.571352
100.0,25,564.943254
100.0,64,565.92572
-100.0,18,566.215409
100.0,28,566.651845
