#{"t_start": 1749242761.3688412, "env_id": "None"}
r,l,t
0.0,75,156.858071
0.0,75,157.852688
0.0,75,158.849264
0.0,75,159.84288
0.0,75,160.837746
100.0,29,314.497282
0.0,75,315.501935
0.0,75,316.49265
0.0,75,317.490037
0.0,75,318.479352
100.0,34,475.542043
100.0,10,475.681944
100.0,35,476.1536
0.0,75,477.149705
100.0,29,477.541348
100.0,28,638.034149
100.0,2,638.065675
100.0,18,638.306128
0.0,75,639.303908
100.0,16,639.530036
100.0,1,801.639526
0.0,75,802.639425
100.0,26,802.989659
100.0,22,803.283194
100.0,2,803.314395
100.0,5,967.318006
0.0,75,968.366989
100.0,21,968.656998
0.0,75,969.69424
100.0,30,970.100679
100.0,4,1138.165291
100.0,9,1138.298511
100.0,3,1138.343635
100.0,8,1138.462556
100.0,13,1138.641632
100.0,29,1308.481847
100.0,10,1308.618682
100.0,6,1308.703274
100.0,9,1308.82609
100.0,24,1309.147003
0.0,75,1480.563014
0.0,75,1481.570311
100.0,4,1481.630467
100.0,5,1481.702095
100.0,25,1482.047506
100.0,11,1657.269574
100.0,3,1657.315071
100.0,14,1657.506801
100.0,10,1657.64421
100.0,16,1657.865725
100.0,10,1834.491304
100.0,8,1834.617969
100.0,19,1834.86968
100.0,19,1835.121157
100.0,4,1835.179112
100.0,6,2011.498833
100.0,11,2011.652844
100.0,3,2011.697899
100.0,11,2011.847701
100.0,18,2012.087427
100.0,14,2194.650686
100.0,6,2194.733849
100.0,13,2194.912363
100.0,2,2194.950078
100.0,3,2194.996705
100.0,13,2377.449686
100.0,7,2377.545897
100.0,11,2377.697005
100.0,4,2377.755595
100.0,5,2377.825685
100.0,9,2561.590855
100.0,6,2561.674433
0.0,75,2562.703693
100.0,5,2562.774375
100.0,10,2562.919123

-100.0,6,48.703452
-100.0,20,48.996074
-100.0,18,49.259429
100.0,4,49.324011
-100.0,30,49.751863
-100.0,39,50.31802
-100.0,7,50.42753
0.0,75,51.50553
-100.0,40,52.070935
0.0,75,53.136017
-100.0,3,53.184605
-100.0,5,53.259192
-100.0,37,53.776093
-100.0,36,54.29102
-100.0,22,54.611462
-100.0,44,55.228118
0.0,75,56.288813
0.0,75,57.378064
-100.0,44,57.997326
0.0,75,59.079422
-100.0,31,59.520029
0.0,75,60.625079
-100.0,41,61.218673
0.0,75,62.320482
-100.0,11,62.490458
0.0,75,63.600641
0.0,75,64.7109
0.0,75,65.818724
100.0,32,66.284918
-100.0,25,66.648065
-100.0,2,66.680104
0.0,75,68.781354
-100.0,52,69.539107
0.0,75,70.598032
-100.0,75,71.666762
0.0,75,72.733485
0.0,75,73.807087
-100.0,61,74.667838
0.0,75,75.713361
-100.0,15,75.93276
0.0,75,76.981481
100.0,60,77.822614
-100.0,34,78.313159
100.0,1,78.333185
0.0,75,79.420628
0.0,75,80.509632
0.0,75,81.601611
-100.0,4,81.668592
0.0,75,82.786319
0.0,75,83.863685
0.0,75,84.934698
-100.0,5,85.012863
-100.0,11,85.183055
-100.0,47,85.880445
0.0,75,86.963809
0.0,75,88.052676
100.0,19,88.33586
0.0,75,89.410944
-100.0,11,89.582857
0.0,75,90.670142
-100.0,38,91.216036
-100.0,38,91.787671
100.0,53,92.531075
0.0,75,93.616647
0.0,75,94.698234
-100.0,3,94.746239
-100.0,25,95.113485
0.0,75,96.205759
-100.0,7,96.319367
0.0,75,97.455869
0.0,75,99.606817
0.0,75,100.683457
0.0,75,101.749897
-100.0,15,101.989556
100.0,29,102.406771
0.0,75,103.503958
100.0,10,103.648903
0.0,75,104.715495
0.0,75,105.787301
0.0,75,106.8443
-100.0,7,106.958352
100.0,48,107.630429
-100.0,74,108.679873
0.0,75,109.729179
0.0,75,110.772
0.0,75,111.873191
0.0,75,112.950764
0.0,75,114.059216
0.0,75,115.182607
0.0,75,116.305933
0.0,75,117.397181
0.0,75,118.482548
0.0,75,119.55948
0.0,75,120.614595
0.0,75,121.686737
100.0,75,122.771467
0.0,75,123.827952
-100.0,13,124.02277
0.0,75,125.073041
100.0,65,126.000312
0.0,75,127.085599
0.0,75,128.14951
0.0,75,130.243534
100.0,29,130.659578
0.0,75,131.775542
0.0,75,132.876441
0.0,75,133.973443
0.0,75,135.087323
0.0,75,136.184047
0.0,75,137.255958
100.0,7,137.358809
0.0,75,138.409193
0.0,75,139.473188
-100.0,20,139.765044
0.0,75,140.81565
100.0,26,141.183588
100.0,73,142.234797
0.0,75,143.314838
0.0,75,144.388392
0.0,75,145.432586
0.0,75,146.497607
0.0,75,147.553611
100.0,39,148.108569
100.0,60,148.964095
100.0,25,149.331281
0.0,75,150.434817
0.0,75,151.532341
100.0,7,151.637381
0.0,75,152.731308
0.0,75,153.811805
0.0,75,154.88933
100.0,10,155.047792
100.0,4,155.109369
0.0,75,161.206074
0.0,75,162.287105
100.0,2,162.321633
0.0,75,163.401366
0.0,75,165.44851
0.0,75,166.580555
0.0,75,167.696557
0.0,75,168.804796
0.0,75,169.866482
0.0,75,170.972501
0.0,75,172.071931
0.0,75,173.195388
100.0,21,173.515684
0.0,75,174.620751
0.0,75,175.708496
0.0,75,176.792296
0.0,75,177.877599
0.0,75,178.972332
100.0,64,179.891906
100.0,36,180.439458
0.0,75,181.500341
0.0,75,182.573641
0.0,75,183.650474
0.0,75,184.720516
0.0,75,185.822344
0.0,75,186.889379
100.0,36,187.430231
0.0,75,188.526926
0.0,75,189.661056
0.0,75,190.768241
0.0,75,191.850424
0.0,75,192.934789
100.0,43,193.563082
0.0,75,194.684064
0.0,75,196.8044
100.0,32,197.263125
0.0,75,198.350447
100.0,65,199.303064
0.0,75,200.386574
100.0,44,201.016981
0.0,75,202.102425
100.0,17,202.366598
100.0,11,202.527875
0.0,75,203.631246
100.0,30,204.056992
100.0,12,204.230445
0.0,75,205.288694
0.0,75,206.398046
100.0,11,206.559094
0.0,75,207.699126
0.0,75,208.822417
100.0,20,209.117291
100.0,68,210.11095
0.0,75,211.231035
100.0,12,211.415982
0.0,75,212.52514
0.0,75,213.61242
100.0,59,214.459145
0.0,75,215.514608
100.0,9,215.647857
100.0,27,216.048552
100.0,27,216.443861
0.0,75,217.527977
100.0,22,217.843113
100.0,38,218.391747
0.0,75,219.474461
0.0,75,220.522883
0.0,75,221.599693
100.0,28,222.009602
0.0,75,223.078696
0.0,75,224.165888
0.0,75,225.284672
0.0,75,227.507149
100.0,23,227.857727
0.0,75,228.956828
100.0,45,229.633977
0.0,75,230.732222
100.0,17,230.980957
100.0,38,231.552549
0.0,75,232.645448
0.0,75,233.714118
0.0,75,234.828913
0.0,75,235.908085
0.0,75,236.998517
0.0,75,238.096824
100.0,25,238.471726
100.0,8,238.595028
100.0,30,239.054673
100.0,31,239.509023
-100.0,22,239.839551
100.0,47,240.557882
100.0,60,241.474247
100.0,7,241.592471
0.0,75,242.716857
-100.0,23,243.081701
100.0,61,244.018752
0.0,75,245.144869
0.0,75,246.290629
100.0,31,246.765568
100.0,35,247.301916
0.0,75,248.416383
100.0,47,249.115762
100.0,30,249.571215
100.0,62,250.473627
-100.0,69,251.490784
0.0,75,252.630605
100.0,39,253.202369
0.0,75,254.321679
0.0,75,255.437685
0.0,75,256.542527
-100.0,5,256.626689
0.0,75,258.703825
100.0,45,259.404899
0.0,75,260.518653
0.0,75,261.631652
0.0,75,262.740789
100.0,28,263.175869
0.0,75,264.361839
100.0,46,265.081804
100.0,40,265.67315
100.0,58,266.564255
0.0,75,267.689798
100.0,9,267.829556
-100.0,25,268.209452
0.0,75,269.323592
0.0,75,270.462992
-100.0,61,271.354545
100.0,53,272.158852
0.0,75,273.263479
100.0,36,273.808049
100.0,19,274.093833
100.0,10,274.248401
100.0,29,274.684257
100.0,11,274.851274
100.0,47,275.548517
0.0,75,276.665273
100.0,48,277.368197
100.0,39,277.991219
0.0,75,279.119484
100.0,7,279.224227
0.0,75,280.348126
-100.0,30,280.80875
100.0,47,281.54917
0.0,75,282.686429
100.0,40,283.288692
100.0,38,283.881329
0.0,75,285.011277
0.0,75,286.146879
100.0,35,286.67481
100.0,16,286.916995
0.0,75,288.050198
100.0,41,288.657334
100.0,44,289.333929
100.0,43,291.068868
100.0,44,291.716328
100.0,33,292.215646
100.0,34,292.720631
0.0,75,293.837214
0.0,75,294.989838
100.0,17,295.247274
100.0,27,295.640026
0.0,75,296.779523
0.0,75,297.922766
100.0,75,299.098821
-100.0,2,299.135266
100.0,43,299.784376
0.0,75,300.935682
0.0,75,302.057298
100.0,22,302.391884
100.0,20,302.689328
0.0,75,303.780788
100.0,69,304.798003
100.0,30,305.246707
100.0,69,306.269537
100.0,29,306.709297
0.0,75,307.833375
100.0,39,308.40792
100.0,51,309.162482
100.0,46,309.840991
100.0,57,310.666481
0.0,75,311.758619
100.0,4,311.837871
0.0,75,312.924897
100.0,28,313.327512
100.0,23,313.659913
100.0,25,314.027979
0.0,75,319.57167
100.0,29,320.006882
100.0,50,320.783855
0.0,75,321.922854
100.0,60,322.838223
100.0,25,323.216674
0.0,75,324.340601
0.0,75,325.466734
100.0,27,326.880903
100.0,72,327.972263
100.0,72,329.02503
100.0,38,329.600987
100.0,56,330.443064
100.0,54,331.256244
100.0,62,332.188486
100.0,23,332.533667
100.0,32,333.002623
100.0,55,333.829108
0.0,75,334.93253
0.0,75,336.100919
-100.0,56,336.944238
100.0,34,337.480669
100.0,39,338.092176
0.0,75,339.220397
100.0,55,340.046019
100.0,70,341.08927
-100.0,36,341.635669
100.0,48,342.356088
-100.0,73,343.428936
0.0,75,344.544238
100.0,1,344.565993
-100.0,31,345.02598
