episode,resultado
57908,llegada
58021,llegada
58056,llegada
58092,llegada
58193,llegada
58240,llegada
58270,llegada
58368,llegada
58454,llegada
58498,llegada
58546,llegada
58635,llegada
58761,llegada
58867,llegada
58893,llegada
58942,llegada
59048,llegada
59127,llegada
59314,llegada
59389,llegada
59442,llegada
59459,llegada
59490,choque
59519,llegada
59525,llegada
59550,llegada
59629,llegada
59711,llegada
59788,llegada
59861,llegada
59927,llegada
60000,llegada
60045,llegada
60086,llegada
60192,llegada
60236,llegada
60383,llegada
60421,llegada
60482,llegada
60483,llegada
60614,llegada
60669,llegada
60746,llegada
60855,llegada
60896,llegada
60983,llegada
61037,llegada
61137,llegada
61189,choque
61225,llegada
61269,llegada
61378,llegada
61489,llegada
61502,choque
61535,llegada
61649,choque
61666,llegada
61703,choque
61782,llegada
61785,llegada
61886,llegada
61945,llegada
62034,llegada
62119,llegada
62162,llegada
62278,llegada
62318,llegada
62337,llegada
62357,llegada
62433,llegada
62580,llegada
62628,llegada
62689,llegada
62784,llegada
62915,llegada
62962,llegada
62993,llegada
63002,llegada
63090,llegada
63151,llegada
63275,llegada
63343,llegada
63434,llegada
63505,llegada
63617,llegada
63667,llegada
63704,llegada
63779,llegada
63839,llegada
63886,llegada
63937,llegada
63955,llegada
64063,llegada
64108,llegada
64136,llegada
64162,llegada
64202,llegada
64257,choque
64380,llegada
64515,choque
64589,llegada
64648,llegada
64662,choque
64719,llegada
64867,llegada
64915,llegada
64942,llegada
65007,llegada
65101,llegada
65198,llegada
65279,llegada
65348,llegada
65370,llegada
65418,llegada
65536,llegada
65602,llegada
65632,llegada
65767,llegada
65907,choque
66019,llegada
66080,llegada
66119,choque
66172,llegada
66212,llegada
66246,llegada
66271,llegada
66404,llegada
66455,llegada
66487,llegada
66542,llegada
66627,llegada
66682,llegada
66801,llegada
66825,llegada
66968,llegada
67023,choque
67049,llegada
67077,llegada
67092,llegada
67127,llegada
67219,llegada
67383,llegada
67399,llegada
67460,llegada
67567,llegada
67637,llegada
67715,llegada
67821,llegada
67953,llegada
68012,llegada
68098,llegada
68165,llegada
68257,llegada
68262,llegada
68332,llegada
68363,llegada
68392,llegada
68415,llegada
68473,llegada
68552,llegada
68567,llegada
68640,llegada
68716,llegada
68724,choque
68790,llegada
68853,llegada
68916,llegada
68933,llegada
68950,llegada
68987,llegada
69045,llegada
69073,choque
69098,choque
69151,llegada
69254,llegada
69354,llegada
69381,llegada
69525,choque
69637,llegada
69674,choque
69702,llegada
69791,llegada
69855,llegada
69878,llegada
69916,llegada
69986,llegada
70066,llegada
70097,llegada
70119,llegada
70189,llegada
70217,llegada
70281,llegada
70312,llegada
70345,llegada
70365,llegada
70375,llegada
70401,llegada
70469,llegada
70554,llegada
70605,llegada
70665,llegada
70703,llegada
70733,choque
70777,llegada
70855,llegada
70935,llegada
70981,llegada
71063,llegada
71227,llegada
71280,llegada
71340,llegada
71438,llegada
71486,llegada
71596,llegada
71642,llegada
71711,llegada
71728,llegada
71769,llegada
71826,choque
71872,llegada
71900,llegada
71978,llegada
72060,llegada
72064,llegada
72165,llegada
72277,llegada
72345,llegada
72368,choque
72425,llegada
72460,llegada
72578,llegada
72738,llegada
72768,llegada
72864,llegada
72912,llegada
72954,llegada
73028,llegada
73042,llegada
73184,llegada
73190,llegada
73276,llegada
73292,llegada
73388,llegada
73419,llegada
73505,llegada
73539,llegada
73623,choque
73671,llegada
73679,llegada
73727,llegada
73758,choque
73783,choque
73837,llegada
73876,llegada
73894,llegada
73911,choque
73947,llegada
73998,llegada
74034,llegada
74088,llegada
74091,llegada
74146,llegada
74218,llegada
74264,llegada
74297,llegada
74339,llegada
74366,llegada
74393,llegada
74467,choque
74497,llegada
74533,llegada
74555,llegada
74707,llegada
74762,llegada
74790,choque
74826,llegada
74875,llegada
74928,llegada
74942,llegada
74970,llegada
75004,llegada
75144,llegada
75262,llegada
75312,llegada
75364,llegada
75447,llegada
75455,choque
75487,llegada
75575,llegada
75599,llegada
75648,llegada
75748,llegada
75779,llegada
75799,choque
75831,llegada
75862,llegada
75924,llegada
75929,llegada
75980,llegada
76114,llegada
76220,llegada
76349,llegada
76392,llegada
76439,llegada
76510,llegada
76541,llegada
76605,llegada
76651,llegada
76723,llegada
76780,llegada
76808,llegada
76854,llegada
76872,llegada
76959,llegada
77020,llegada
77124,llegada
77147,llegada
77211,llegada
77267,llegada
77363,llegada
77487,llegada
77514,llegada
77526,choque
77590,llegada
77623,choque
77636,llegada
77659,llegada
77692,llegada
77724,llegada
77812,llegada
77820,choque
77871,llegada
77960,llegada
77961,llegada
78053,llegada
78074,llegada
78163,llegada
78241,llegada
78286,llegada
78315,llegada
78360,llegada
78461,llegada
78583,llegada
78640,llegada
78660,llegada
78713,llegada
78794,llegada
78900,llegada
78964,llegada
79076,llegada
79120,llegada
79140,llegada
79176,llegada
79244,llegada
79267,llegada
79340,llegada
79395,llegada
79512,llegada
79544,choque
79561,llegada
79586,llegada
79655,llegada
79776,llegada
79788,llegada
79875,llegada
79884,llegada
79896,llegada
79931,llegada
79983,llegada
80089,llegada
80104,llegada
80155,llegada
80218,llegada
80354,llegada
80417,llegada
80434,llegada
80484,llegada
80535,llegada
80590,llegada
80633,llegada
80693,llegada
80782,llegada
80818,llegada
80862,llegada
80933,llegada
80996,llegada
81029,llegada
81061,llegada
81108,llegada
81134,llegada
81201,llegada
81259,llegada
81316,llegada
81366,llegada
81391,llegada
81437,llegada
81481,llegada
81489,llegada
81577,llegada
81621,llegada
81656,llegada
81672,llegada
81680,choque
81773,llegada
81815,llegada
81858,llegada
81884,llegada
81949,llegada
82040,llegada
82048,choque
82097,llegada
82184,llegada
82242,llegada
82299,llegada
82371,llegada
82388,llegada
82437,llegada
82565,llegada
82602,llegada
82617,llegada
82626,llegada
82699,llegada
82720,llegada
82781,llegada
82844,llegada
82873,llegada
82901,llegada
82917,choque
82977,llegada
83050,choque
83121,llegada
83150,llegada
83188,llegada
83223,llegada
83278,llegada
83345,llegada
83380,choque
83421,llegada
83428,llegada
83440,llegada
83563,llegada
83601,llegada
83667,llegada
83716,llegada
83729,llegada
83760,llegada
83815,llegada
83822,llegada
83898,llegada
83958,llegada
84021,llegada
84033,choque
84128,llegada
84198,llegada
84263,llegada
84341,llegada
84374,llegada
84411,llegada
84453,llegada
84473,choque
84500,llegada
84517,llegada
84586,llegada
84617,llegada
84636,choque
84659,llegada
84672,choque
84711,llegada
84748,llegada
84805,llegada
84817,llegada
84881,llegada
84914,llegada
84945,llegada
84981,llegada
85073,llegada
85082,llegada
85091,llegada
85113,llegada
85127,llegada
85138,llegada
85200,llegada
85229,llegada
85310,llegada
85359,llegada
85395,llegada
85432,llegada
85482,llegada
85575,llegada
85636,llegada
85651,choque
85707,llegada
85779,llegada
85840,llegada
85919,llegada
85943,llegada
86008,llegada
86014,llegada
86041,choque
86071,llegada
86147,llegada
86182,llegada
86230,llegada
86367,llegada
86459,llegada
86495,llegada
86548,llegada
86556,llegada
86592,llegada
86660,llegada
86761,llegada
86808,llegada
86841,llegada
86907,llegada
86999,llegada
87028,llegada
87029,llegada
87073,llegada
87112,llegada
87215,llegada
87242,llegada
87336,llegada
87385,llegada
87424,llegada
87430,llegada
87468,llegada
87539,choque
87575,choque
87591,choque
87668,llegada
87703,llegada
87728,llegada
87822,llegada
87871,llegada
87902,llegada
87943,llegada
88067,llegada
88109,llegada
88187,llegada
88267,llegada
88354,llegada
88385,choque
88409,llegada
88444,llegada
88499,llegada
88543,choque
88616,llegada
88717,llegada
88748,llegada
88823,llegada
88834,llegada
88844,choque
88867,llegada
88910,llegada
88988,llegada
89022,llegada
89074,llegada
89130,llegada
89168,llegada
89190,llegada
89246,llegada
89268,llegada
89289,llegada
89362,llegada
89418,llegada
89446,llegada
89469,choque
89552,llegada
89607,llegada
89632,llegada
89659,llegada
89730,llegada
89731,llegada
89770,llegada
89808,llegada
89845,llegada
89893,llegada
89992,llegada
90036,llegada
90055,llegada
90138,llegada
90200,llegada
90352,llegada
90468,llegada
90531,llegada
90572,llegada
90609,llegada
90681,llegada
90701,llegada
90766,llegada
90800,llegada
90855,llegada
90889,llegada
90961,llegada
91021,choque
91087,llegada
91141,llegada
91155,llegada
91199,llegada
91231,llegada
91242,choque
91263,choque
91294,llegada
91389,llegada
91403,llegada
91413,llegada
91453,llegada
91499,llegada
91565,llegada
91629,llegada
91636,llegada
91668,llegada
91716,llegada
91826,llegada
91912,llegada
91971,llegada
92011,llegada
92069,llegada
92085,llegada
92151,llegada
92173,llegada
92198,llegada
92218,llegada
92255,llegada
92277,llegada
92327,llegada
92343,llegada
92402,llegada
92476,llegada
92605,llegada
92688,llegada
92699,llegada
92763,llegada
92788,llegada
92849,llegada
92908,llegada
92934,llegada
92999,llegada
93028,llegada
93084,llegada
93105,llegada
93168,llegada
93186,llegada
93261,llegada
93315,choque
93452,llegada
93537,llegada
93572,llegada
93640,llegada
93682,llegada
93748,llegada
93825,llegada
93853,llegada
93901,llegada
93918,choque
93952,llegada
93994,llegada
94062,llegada
94074,llegada
94148,llegada
94184,llegada
94283,llegada
94351,llegada
94380,llegada
94398,llegada
94443,llegada
94486,llegada
94561,llegada
94580,llegada
94589,llegada
94626,llegada
94634,llegada
94696,llegada
94747,llegada
94769,llegada
94787,choque
94827,llegada
94869,llegada
94956,llegada
94999,llegada
95055,llegada
95087,llegada
95143,llegada
95174,llegada
95233,llegada
95249,llegada
95302,llegada
95337,llegada
95362,llegada
95410,llegada
95480,llegada
95489,choque
95548,llegada
95581,llegada
95637,llegada
95706,llegada
95741,llegada
95771,llegada
95800,llegada
95821,llegada
95869,llegada
95888,llegada
95896,llegada
95970,llegada
96009,llegada
96047,llegada
96103,llegada
96110,llegada
96186,llegada
96241,llegada
96281,llegada
96316,llegada
96403,llegada
96422,llegada
96455,llegada
96497,llegada
96540,llegada
96567,choque
96595,llegada
96668,llegada
96684,llegada
96748,llegada
96800,llegada
96883,llegada
96947,llegada
97002,llegada
97078,llegada
97115,llegada
97136,llegada
97237,llegada
97253,llegada
97296,llegada
97362,llegada
97451,llegada
97487,llegada
97518,choque
97568,llegada
97646,llegada
97687,llegada
97690,choque
97720,llegada
97757,llegada
97834,llegada
97922,llegada
97978,llegada
97990,llegada
98020,llegada
98084,llegada
98133,llegada
98182,llegada
98202,llegada
98271,llegada
98306,llegada
98324,llegada
98386,llegada
98422,llegada
98437,choque
98463,llegada
98525,llegada
98618,llegada
98697,llegada
98748,llegada
98751,llegada
98801,llegada
98864,llegada
98930,llegada
98944,llegada
98991,llegada
99013,llegada
99067,llegada
99124,llegada
99186,llegada
99209,llegada
99252,llegada
99320,llegada
99350,llegada
99402,choque
99491,llegada
99528,llegada
99600,llegada
99615,llegada
99687,llegada
99742,llegada
99786,llegada
99825,llegada
99828,choque
99891,llegada
99902,llegada
99910,llegada
99961,llegada
100018,llegada
100035,llegada
100062,llegada
100103,llegada
100159,llegada
100180,llegada
100222,llegada
100266,llegada
100323,llegada
100341,llegada
100375,llegada
100406,llegada
100443,llegada
100494,llegada
100508,llegada
100611,llegada
100675,llegada
100750,llegada
100785,llegada
100825,llegada
100834,llegada
100927,choque
100958,llegada
100991,llegada
101067,llegada
101079,llegada
101114,llegada
101135,llegada
101177,llegada
101189,choque
101213,llegada
101262,llegada
101275,llegada
101308,llegada
101346,llegada
101409,llegada
101453,llegada
101472,llegada
101492,llegada
101533,llegada
101574,llegada
101635,llegada
101639,llegada
101668,llegada
101732,llegada
101739,llegada
101800,llegada
101838,choque
101874,llegada
101907,choque
101947,llegada
101950,llegada
101956,choque
101971,llegada
102033,llegada
102052,llegada
102119,llegada
102187,llegada
102220,llegada
102271,llegada
102319,llegada
102385,llegada
102414,llegada
102476,llegada
102500,llegada
102555,llegada
102556,llegada
102564,llegada
102635,llegada
102641,llegada
102647,llegada
102698,llegada
102712,llegada
102725,llegada
102756,llegada
102840,llegada
102886,llegada
102928,llegada
102983,llegada
102998,llegada
103098,llegada
103105,llegada
103155,choque
103182,llegada
103236,llegada
103283,llegada
103330,llegada
103375,llegada
103434,llegada
103501,llegada
103526,llegada
103592,llegada
103596,llegada
103691,llegada
103714,llegada
103738,llegada
103756,llegada
103773,llegada
103793,llegada
103906,llegada
103955,llegada
103990,llegada
104039,llegada
104049,llegada
104123,llegada
104174,llegada
104181,llegada
104207,llegada
104229,llegada
104268,llegada
104319,llegada
104347,llegada
104428,llegada
104511,llegada
104560,llegada
104625,llegada
104634,llegada
104638,llegada
104708,llegada
104756,llegada
104794,llegada
104842,llegada
104868,llegada
104915,llegada
104946,llegada
104983,llegada
105005,llegada
105026,llegada
105062,llegada
105118,llegada
105153,llegada
105216,llegada
105265,llegada
105308,llegada
105366,llegada
105390,llegada
105448,llegada
105513,llegada
105555,llegada
105606,llegada
105619,llegada
105630,llegada
105657,choque
105681,llegada
105688,llegada
105777,llegada
105799,llegada
105858,llegada
105905,llegada
105943,llegada
106028,llegada
106124,llegada
106197,llegada
106209,llegada
106277,llegada
106306,llegada
106337,llegada
106422,llegada
106451,llegada
106519,llegada
106558,llegada
106569,choque
106649,llegada
106679,llegada
106708,llegada
106734,llegada
106764,llegada
106862,llegada
106907,llegada
106964,llegada
106975,choque
107008,llegada
107059,llegada
107144,llegada
107168,llegada
107192,llegada
107217,llegada
107285,llegada
107332,llegada
107364,choque
107418,llegada
107442,llegada
107515,llegada
107590,llegada
107595,choque
107607,llegada
107661,llegada
107689,llegada
107703,llegada
107740,llegada
107811,llegada
107833,llegada
107851,llegada
107872,llegada
107919,llegada
107981,llegada
108012,llegada
108047,llegada
108123,llegada
108208,llegada
108244,llegada
108272,llegada
108290,llegada
108354,llegada
108387,llegada
108465,llegada
108486,llegada
108495,llegada
108520,llegada
108560,llegada
108593,llegada
108626,llegada
108627,llegada
108653,llegada
108709,llegada
108737,llegada
108780,llegada
108815,llegada
108839,llegada
108867,llegada
108911,llegada
108931,llegada
108951,llegada
108954,llegada
108990,llegada
109045,llegada
109092,llegada
109125,llegada
109157,llegada
109185,llegada
109222,choque
109251,llegada
109268,llegada
109357,llegada
109432,llegada
109445,llegada
