episode,resultado
73205,llegada
73236,llegada
73267,llegada
73305,llegada
73321,llegada
73350,choque
73396,llegada
73439,llegada
73476,llegada
73501,llegada
73540,llegada
73569,llegada
73626,llegada
73642,llegada
73672,llegada
73716,llegada
73735,llegada
73759,llegada
73778,llegada
73795,llegada
73844,llegada
73876,llegada
73926,llegada
73938,llegada
73964,llegada
73974,llegada
74023,llegada
74051,llegada
74104,llegada
74203,llegada
74237,llegada
74249,llegada
74287,llegada
74306,llegada
74386,llegada
74420,llegada
74456,llegada
74495,llegada
74514,llegada
74536,llegada
74580,llegada
74597,llegada
74628,llegada
74635,llegada
74660,llegada
74714,llegada
74772,llegada
74775,llegada
74813,llegada
74832,llegada
74859,llegada
74900,llegada
74940,llegada
74964,llegada
74984,llegada
75025,llegada
75072,choque
75125,llegada
75141,llegada
75159,llegada
75219,llegada
75258,llegada
75306,llegada
75374,choque
75389,llegada
75418,llegada
75481,llegada
75509,llegada
75576,llegada
75610,llegada
75652,llegada
75663,choque
75729,llegada
75746,choque
75813,llegada
75854,llegada
75905,llegada
75953,llegada
75958,llegada
75986,llegada
76027,llegada
76047,llegada
76053,llegada
76067,llegada
76099,llegada
76178,llegada
76203,llegada
76241,llegada
76277,llegada
76344,llegada
76370,choque
76371,llegada
76428,llegada
76487,choque
76583,llegada
76606,llegada
76643,llegada
76700,llegada
76706,llegada
76732,llegada
76775,llegada
76824,llegada
76884,llegada
76894,choque
76931,llegada
76954,llegada
76980,llegada
76981,llegada
77007,choque
77036,llegada
77085,llegada
77091,llegada
77126,llegada
77135,llegada
77171,llegada
77195,llegada
77228,llegada
77285,llegada
77313,llegada
77326,llegada
77371,llegada
77424,llegada
77452,llegada
77503,llegada
77542,llegada
77583,llegada
77594,llegada
77618,llegada
77659,llegada
77698,llegada
77741,llegada
77761,llegada
77778,llegada
77816,llegada
77835,llegada
77850,choque
77892,llegada
77903,llegada
77991,llegada
78026,llegada
78067,llegada
78080,llegada
78115,llegada
78121,choque
78138,llegada
78185,llegada
78221,llegada
78283,llegada
78309,llegada
78318,llegada
78355,llegada
78370,llegada
78411,llegada
78443,llegada
78475,llegada
78498,choque
78544,llegada
78553,choque
78566,llegada
78622,llegada
78682,llegada
78774,llegada
78814,llegada
78855,llegada
78911,llegada
78917,llegada
78956,llegada
79006,llegada
79011,llegada
79056,llegada
79103,llegada
79141,llegada
79150,llegada
79164,llegada
79178,llegada
79210,llegada
79244,llegada
79252,llegada
79285,llegada
79321,llegada
79331,llegada
79404,llegada
79422,llegada
79449,llegada
79547,llegada
79580,llegada
79587,llegada
79634,llegada
79665,llegada
79765,timeout
79807,llegada
79865,choque
79935,llegada
79982,llegada
80076,llegada
80107,llegada
80118,llegada
80123,choque
80137,llegada
80168,llegada
80174,llegada
80189,llegada
80257,llegada
80288,llegada
80297,llegada
80304,llegada
80308,llegada
80372,choque
80399,llegada
80447,llegada
80491,llegada
80581,llegada
80621,llegada
80647,llegada
80706,llegada
80709,llegada
80744,llegada
80760,llegada
80787,llegada
80821,llegada
80833,llegada
80873,llegada
80926,llegada
80955,llegada
81055,timeout
81076,llegada
81091,llegada
81151,llegada
81184,llegada
81199,llegada
81276,llegada
81300,llegada
81330,llegada
81352,llegada
81357,llegada
81360,llegada
81368,llegada
81375,choque
81402,llegada
81439,llegada
81510,llegada
81515,llegada
81562,llegada
81619,llegada
81675,llegada
81702,llegada
81730,llegada
81739,llegada
81758,llegada
81781,llegada
81821,llegada
81844,llegada
81880,llegada
81913,llegada
81939,llegada
81949,llegada
81970,llegada
81981,llegada
82009,llegada
82075,llegada
