#{"t_start": 1749240166.6705158, "env_id": "None"}
r,l,t-0.0,75,156.738913
0.0,75,157.727648
100.0,4,157.787786
0.0,75,158.78927
0.0,75,159.793124
100.0,13,312.067595
0.0,75,313.052458
0.0,75,314.046888
0.0,75,315.046772
0.0,75,316.049678
0.0,75,472.535284
100.0,29,472.939858
0.0,75,474.01579
100.0,4,474.074728
0.0,75,475.138855
0.0,75,635.520939
0.0,75,636.542287
100.0,20,636.817837
0.0,75,637.828948
100.0,20,638.103354
0.0,75,800.283791
0.0,75,801.303347
0.0,75,802.31824
0.0,75,803.331153
100.0,13,803.513091
0.0,75,966.447957
0.0,75,967.448725
100.0,60,968.255682
0.0,75,969.271628
100.0,7,969.370741
0.0,75,1136.857252
100.0,7,1136.955283
100.0,9,1137.080961
0.0,75,1138.093692
0.0,75,1139.113226
0.0,75,1308.19084
100.0,41,1308.74489
0.0,75,1309.753301
100.0,12,1309.918437
0.0,75,1310.924767
100.0,7,1479.513464
100.0,5,1479.584064
100.0,15,1479.789206
0.0,75,1480.773729
100.0,10,1480.908162
0.0,75,1654.961192
0.0,75,1656.007026
100.0,5,1656.080132
100.0,19,1656.343951
100.0,48,1657.010454
100.0,11,1832.156365
100.0,49,1832.8237
0.0,75,1833.832429
100.0,7,1833.928914
100.0,6,1834.012013
100.0,3,2010.903934
100.0,23,2011.214734
100.0,8,2011.326097
100.0,11,2011.483326
100.0,10,2011.624415
100.0,4,2193.290891
0.0,75,2194.32294
100.0,16,2194.547031
100.0,4,2194.606624
0.0,75,2195.701793
100.0,3,2377.936342
100.0,4,2377.996914
100.0,27,2378.366204
100.0,3,2378.412659
0.0,75,2379.434995
100.0,13,2563.032728
100.0,12,2563.219135
100.0,11,2563.377361
0.0,75,2564.431711
0.0,75,2565.495103
1
-100.0,12,54.153611
0.0,75,55.233134
0.0,75,56.298953
0.0,75,57.348402
-100.0,28,57.759261
-100.0,13,57.952156
0.0,75,59.038374
0.0,75,60.151469
-100.0,21,60.460584
-100.0,2,60.496633
0.0,75,61.621006
-100.0,15,61.839359
0.0,75,62.943407
0.0,75,64.05294
0.0,75,65.143107
-100.0,25,65.523587
100.0,30,65.959681
-100.0,29,66.3885
-100.0,15,66.599519
0.0,75,68.714653
0.0,75,69.768654
-100.0,67,70.741287
0.0,75,71.828089
0.0,75,72.89192
0.0,75,73.958578
100.0,40,74.529607
0.0,75,75.600893
-100.0,43,76.22951
0.0,75,77.291487
-100.0,18,77.55659
0.0,75,78.648081
0.0,75,79.743281
0.0,75,80.827429
100.0,1,80.85097
0.0,75,81.961734
-100.0,32,82.425109
100.0,34,82.905869
0.0,75,83.961071
-100.0,20,84.248787
0.0,75,85.332734
0.0,75,86.422302
0.0,75,87.497094
0.0,75,88.562753
0.0,75,89.639151
0.0,75,90.752511
0.0,75,91.818459
-100.0,28,92.225621
0.0,75,93.305897
-100.0,71,94.358199
0.0,75,95.448876
0.0,75,96.546524
-100.0,17,96.794696
0.0,75,97.886375
0.0,75,100.026071
0.0,75,101.09982
0.0,75,102.171529
0.0,75,103.232982
0.0,75,104.340955
100.0,67,105.289996
0.0,75,106.393448
0.0,75,107.479913
0.0,75,108.546974
0.0,75,109.648487
0.0,75,110.759331
0.0,75,111.860021
100.0,30,112.303761
100.0,18,112.577
0.0,75,113.692888
0.0,75,114.77938
100.0,14,114.98072
0.0,75,116.052895
0.0,75,117.128657
0.0,75,118.183987
0.0,75,119.274703
100.0,36,119.799228
0.0,75,120.872058
0.0,75,121.94963
0.0,75,123.007766
-100.0,51,123.717735
0.0,75,124.770508
0.0,75,125.878442
0.0,75,126.979442
0.0,75,128.081745
-100.0,30,128.518981
0.0,75,130.674763
0.0,75,131.757757
0.0,75,132.848595
0.0,75,133.892311
0.0,75,134.944787
0.0,75,136.025761
0.0,75,137.077438
100.0,14,137.280236
0.0,75,138.367905
0.0,75,139.42575
0.0,75,140.48868
-100.0,23,140.829323
0.0,75,141.903487
0.0,75,142.997187
100.0,66,143.929086
0.0,75,145.036216
0.0,75,146.147503
0.0,75,147.225442
0.0,75,148.314476
0.0,75,149.417399
0.0,75,150.517396
0.0,75,151.601381
0.0,75,152.662281
-100.0,4,152.731367
100.0,10,152.879229
0.0,75,153.930506
0.0,75,155.003181
-100.0,2,155.04322
0.0,75,160.194843
0.0,75,161.251893
0.0,75,162.332525
0.0,75,164.53445
100.0,15,164.765748
0.0,75,165.840684
0.0,75,166.952028
0.0,75,168.034841
0.0,75,169.124402
0.0,75,170.192361
0.0,75,171.298013
0.0,75,172.404199
0.0,75,173.465892
0.0,75,174.565243
0.0,75,175.617822
0.0,75,176.705221
0.0,75,177.775578
100.0,63,178.685535
0.0,75,179.762121
100.0,70,180.794492
0.0,75,181.887589
0.0,75,182.957439
0.0,75,184.058079
0.0,75,185.150868
100.0,39,185.721046
0.0,75,186.813823
0.0,75,187.883392
0.0,75,188.935254
0.0,75,190.014824
0.0,75,191.065233
0.0,75,192.14904
0.0,75,193.208972
0.0,75,195.310812
0.0,75,196.425517
0.0,75,197.545028
0.0,75,198.626651
0.0,75,199.730129
0.0,75,200.815442
0.0,75,201.914757
100.0,55,202.708503
0.0,75,203.784926
0.0,75,204.851579
