#{"t_start": 1749040759.9738498, "env_id": "None"}
r,l,t
0.0,100,165.890171
100.0,67,167.165148
0.0,100,169.018743
0.0,100,170.411028
0.0,100,171.784809
100.0,96,334.454784
100.0,15,334.766512
100.0,24,335.248991
0.0,100,337.15051
0.0,100,338.99287
0.0,100,503.314147
0.0,100,505.150474
100.0,26,505.651225
100.0,12,505.872916
0.0,100,507.705197
100.0,9,676.910631
100.0,18,677.241869
0.0,100,679.150102
0.0,100,681.074369
0.0,100,682.897097
0.0,100,857.874997
100.0,14,858.136335
100.0,30,858.71352
100.0,25,859.187299
0.0,100,861.098765
100.0,19,1036.323732
0.0,100,1038.147723
100.0,16,1038.458707
0.0,100,1040.318689
0.0,100,1042.291723
100.0,19,1219.738569
0.0,100,1221.503787
100.0,15,1221.788104
0.0,100,1223.719763
0.0,100,1225.588965
100.0,10,1405.680295
100.0,4,1405.776642
100.0,9,1405.967376
100.0,26,1406.465731
100.0,23,1406.908807
100.0,28,1588.094873
100.0,39,1588.833941
100.0,31,1589.424052
100.0,9,1589.584983
100.0,23,1590.021301
100.0,18,1780.386097
100.0,11,1780.539045
100.0,26,1780.963339
100.0,18,1781.31692
100.0,29,1781.864671
-100.0,17,1968.613965
100.0,23,1969.056777
100.0,19,1969.418574
100.0,12,1969.648737
100.0,26,1970.114187
100.0,13,2161.538568
100.0,26,2161.945157
100.0,23,2162.31092
100.0,16,2162.589312
100.0,10,2162.771684
100.0,10,2357.354615
100.0,7,2357.506021
100.0,15,2357.782016
100.0,20,2358.15766
100.0,11,2358.36103
100.0,14,2552.969009
100.0,10,2553.105361
100.0,10,2553.252987
100.0,6,2553.367984
100.0,20,2553.735549
100.0,31,2752.922729
100.0,1,2752.941261
100.0,13,2753.125387
100.0,22,2753.512185
100.0,15,2753.816959
-100.0,60,79.00106
0.0,100,80.457593
0.0,100,81.919646
0.0,100,83.38104
100.0,45,84.032556
100.0,48,84.832537
0.0,100,86.362608
0.0,100,87.834962
100.0,19,88.122391
0.0,100,89.59325
0.0,100,91.048408
0.0,100,92.667285
0.0,100,94.190211
0.0,100,95.667365
0.0,100,97.140035
0.0,100,98.745356
0.0,100,100.221333
0.0,100,101.670522
0.0,100,103.164358
-100.0,22,103.549076
-100.0,9,103.706341
0.0,100,106.570744
0.0,100,108.120873
100.0,68,109.105575
0.0,100,110.591247
0.0,100,112.070405
0.0,100,113.530515
100.0,29,113.962012
-100.0,28,114.390207
0.0,100,115.867515
0.0,100,117.338728
100.0,87,118.606256
0.0,100,120.142818
0.0,100,121.645191
0.0,100,123.138176
0.0,100,124.620116
0.0,100,126.106996
0.0,100,127.566731
0.0,100,129.009969
0.0,100,130.478699
0.0,100,131.927242
0.0,100,133.37681
0.0,100,134.844237
100.0,21,135.164479
0.0,100,137.982918
0.0,100,139.458313
0.0,100,140.912212
100.0,31,141.368199
0.0,100,142.828022
0.0,100,144.276816
0.0,100,145.727655
0.0,100,147.188692
0.0,100,148.63627
100.0,77,149.756114
0.0,100,151.351501
100.0,53,152.169735
0.0,100,153.635405
100.0,23,153.972161
0.0,100,155.457245
0.0,100,156.94817
0.0,100,158.48151
0.0,100,159.936579
0.0,100,161.412988
0.0,100,162.84813
100.0,61,163.735331
100.0,31,171.985342
0.0,100,173.565022
100.0,76,174.887069
0.0,100,177.867091
0.0,100,179.356008
0.0,100,180.805932
0.0,100,182.323083
0.0,100,183.833955
0.0,100,185.308431
0.0,100,186.798522
0.0,100,188.281265
0.0,100,189.775599
100.0,45,190.535554
0.0,100,192.184285
0.0,100,193.711577
0.0,100,195.190793
0.0,100,196.666788
0.0,100,198.168559
0.0,100,199.666839
100.0,55,200.48066
0.0,100,202.045538
0.0,100,203.557637
0.0,100,205.007261
100.0,30,205.455916
0.0,100,207.052613
0.0,100,209.805887
0.0,100,211.300473
0.0,100,212.842193
100.0,79,214.028023
0.0,100,215.509178
100.0,62,216.58611
0.0,100,218.060751
0.0,100,219.519259
0.0,100,220.98635
0.0,100,222.455244
0.0,100,223.90543
0.0,100,225.411413
0.0,100,226.872815
0.0,100,228.347636
0.0,100,229.808383
0.0,100,231.285419
100.0,92,232.659343
0.0,100,234.098283
0.0,100,235.553083
0.0,100,237.01046
100.0,24,237.383386
100.0,15,237.674131
100.0,69,238.742891
100.0,50,239.475621
0.0,100,242.328427
0.0,100,243.846289
0.0,100,245.343329
100.0,16,245.586301
0.0,100,247.083106
100.0,49,247.811124
100.0,50,248.54186
100.0,8,248.66281
0.0,100,250.139043
100.0,56,250.967587
0.0,100,252.424302
0.0,100,253.928118
100.0,95,255.429903
100.0,38,256.025333
100.0,49,256.781587
0.0,100,258.517967
0.0,100,260.084692
0.0,100,261.63216
100.0,30,262.088171
100.0,52,262.883674
0.0,100,264.420159
0.0,100,265.948239
100.0,24,266.316391
0.0,100,267.845648
0.0,100,269.504729
100.0,38,270.090418
100.0,51,270.951693
0.0,100,272.745609
0.0,100,275.88183
100.0,81,277.131857
100.0,78,278.342835
-100.0,62,279.418137
0.0,100,280.953437
0.0,100,282.473548
0.0,100,283.987927
0.0,100,285.66123
0.0,100,287.175853
100.0,80,288.394456
0.0,100,289.911339
0.0,100,291.420471
0.0,100,292.930568
0.0,100,294.570965
0.0,100,296.160196
0.0,100,297.699724
0.0,100,299.207013
0.0,100,300.890453
0.0,100,302.41231
0.0,100,303.983878
100.0,86,305.300616
0.0,100,308.080457
100.0,38,308.682947
0.0,100,310.359011
0.0,100,312.009307
0.0,100,313.702698
-100.0,19,313.995624
0.0,100,315.517778
100.0,26,315.965034
100.0,1,315.992632
100.0,58,316.971756
-100.0,24,317.34758
100.0,36,317.90347
0.0,100,319.459613
100.0,44,320.145521
100.0,24,320.623201
0.0,100,322.222781
0.0,100,323.938771
100.0,82,325.206354
-100.0,54,326.059115
-100.0,96,327.533803
-100.0,56,328.376745
0.0,100,329.893965
100.0,21,330.214106
0.0,100,331.744757
100.0,19,332.051476
100.0,16,332.296526
100.0,97,339.962864
-100.0,55,340.884394
100.0,32,341.395245
0.0,100,342.936107
0.0,100,344.525066
100.0,88,345.864668
100.0,70,348.269353
0.0,100,349.817688
100.0,80,351.028552
100.0,54,351.853819
100.0,31,352.45703
0.0,100,354.030967
0.0,100,355.539275
100.0,32,356.030302
100.0,36,356.60232
100.0,32,357.103204
0.0,100,358.61969
0.0,100,360.133258
0.0,100,361.630068
0.0,100,363.155634
