#{"t_start": 1749572939.148941, "env_id": "None"}
r,l,t
100.0,91,1035.821976
100.0,145,1039.913567
100.0,72,1041.119436
100.0,101,1042.833159
100.0,66,1043.910475
100.0,27,1044.357032
-100.0,78,1045.610238
100.0,76,1046.902409
100.0,45,1047.650116
-100.0,177,1050.709221
100.0,34,1051.330103
-100.0,29,1051.86109
100.0,25,1052.30052
100.0,19,1052.639749
100.0,169,1055.516092
100.0,32,1056.04827
100.0,40,1056.72797
100.0,73,1057.931191
100.0,9,1058.090831
100.0,40,1058.792727
100.0,68,1059.966843
0.0,200,1063.312086
100.0,64,1064.486934
100.0,190,1067.695481
100.0,40,1068.397061
100.0,58,1069.374697
100.0,69,1070.60445
100.0,45,1071.433479
100.0,127,1073.583201
100.0,51,1076.21469
100.0,29,1076.709678
100.0,89,1078.175147
100.0,75,1079.406863
100.0,48,1080.207488
100.0,41,1080.875463
100.0,64,1081.920664
100.0,52,1082.748323
100.0,21,1083.100467
100.0,17,1083.380776
100.0,29,1083.851571
100.0,58,1084.855
100.0,54,1085.762678
100.0,62,1086.777105
100.0,32,1087.320418
100.0,104,1089.024598
100.0,42,1089.716333
100.0,80,1091.098406
100.0,64,1092.134294
100.0,75,1093.370647
100.0,29,1093.845661
100.0,89,1095.292635
100.0,51,1096.118681
0.0,200,1099.46863
100.0,84,1100.833033
-100.0,16,1101.104336
100.0,41,1101.780588
100.0,74,1103.064717
100.0,73,1104.293217
100.0,163,1107.039015
100.0,38,1107.673966
100.0,32,1108.247856
100.0,10,1108.429752
100.0,30,1108.965041
100.0,152,1113.242007
100.0,38,1113.859806
100.0,65,1114.922176
100.0,64,1115.955322
0.0,200,1119.280184
0.0,200,1131.439973
100.0,17,1131.731802
100.0,33,1132.280441
100.0,97,1133.881232
100.0,73,1135.08902
100.0,87,1136.575803
100.0,65,1137.681888
100.0,85,1139.097767
0.0,200,1142.390424
100.0,33,1142.975848
100.0,52,1143.899093
100.0,54,1144.891885
-100.0,52,1145.823222
100.0,49,1146.688725
-100.0,43,1147.48099
100.0,48,1148.349849
100.0,96,1150.065727
100.0,43,1150.839877
100.0,34,1151.425862
-100.0,56,1152.361564
100.0,130,1154.518204
100.0,29,1154.995635
100.0,84,1158.299528
100.0,101,1160.013698
100.0,72,1161.211634
100.0,91,1162.803803
100.0,96,1164.529192
100.0,22,1164.911824
100.0,92,1166.51655
100.0,48,1167.368081
-100.0,14,1167.633368
100.0,38,1168.305238
100.0,36,1168.92769
100.0,39,1169.584131
100.0,92,1171.159223
-100.0,34,1171.754633
-100.0,13,1172.001447
100.0,15,1172.255865
100.0,56,1173.212739
100.0,83,1174.603224
100.0,75,1175.922933
100.0,140,1178.334142
100.0,44,1179.07028
100.0,101,1180.743995
100.0,63,1181.79258
100.0,105,1183.542525
100.0,118,1185.540075
-100.0,71,1186.738678
100.0,83,1188.130143
100.0,63,1189.22653
100.0,15,1189.485294
100.0,68,1190.640154
100.0,66,1191.755384
100.0,64,1194.648098
100.0,87,1196.100552
100.0,48,1196.917547
100.0,28,1197.402477
100.0,4,1197.473191
100.0,53,1198.353576
100.0,79,1199.6752
-100.0,25,1200.104164
100.0,109,1201.917019
100.0,61,1202.953549
-100.0,64,1204.037277
100.0,39,1204.702988
100.0,1,1204.73131
-100.0,177,1207.690585
100.0,37,1208.311106
100.0,41,1209.000382
100.0,38,1209.641656
100.0,131,1211.83929
100.0,94,1213.380898
100.0,113,1215.242368
100.0,32,1215.772673
100.0,34,1216.337875
100.0,56,1217.259403
100.0,106,1219.028548
100.0,55,1219.932558
0.0,200,1223.258901
100.0,53,1224.220693
100.0,58,1225.248616
100.0,77,1226.534764
100.0,27,1226.98543
100.0,55,1227.906694
