#{"t_start": 1749231190.6013803, "env_id": "None"}
r,l,t-0.0,200,192.015316
0.0,200,195.299209
0.0,200,198.363864
0.0,200,201.40364
0.0,200,204.534127
0.0,200,393.799596
0.0,200,396.771765
0.0,200,399.75058
0.0,200,402.793316
0.0,200,406.867237
0.0,200,597.503018
0.0,200,601.682749
100.0,191,604.679277
0.0,200,607.924027
0.0,200,610.941694
100.0,177,807.734592
0.0,200,811.05264
100.0,25,811.601121
0.0,200,815.892408
100.0,167,818.709653
100.0,1,987.49227
100.0,129,989.33361
0.0,200,992.288421
100.0,67,993.198568
100.0,39,993.721691
0.0,200,1157.868711
100.0,56,1158.631323
0.0,200,1161.261296
100.0,84,1162.375935
100.0,86,1163.502687
100.0,38,1328.074119
100.0,42,1328.629968
100.0,17,1328.858073
100.0,31,1329.271943
0.0,200,1331.926943
0.0,200,1499.947768
100.0,41,1500.490516
100.0,27,1500.852505
0.0,200,1503.489348
0.0,200,1506.11342
100.0,67,1673.536893
100.0,43,1674.109041
100.0,16,1674.329004
100.0,21,1674.606907
100.0,66,1675.498857
100.0,45,1847.099738
100.0,13,1847.29969
0.0,200,1850.258363
100.0,46,1850.874246
100.0,43,1851.445175
100.0,38,2023.826864
100.0,36,2024.319303
100.0,110,2025.787227
0.0,200,2028.40904
100.0,14,2028.601803
100.0,19,2204.31183
100.0,30,2204.703716
100.0,9,2204.824905
100.0,42,2205.392921
0.0,200,2208.029236
100.0,37,2386.26273
100.0,23,2386.61519
100.0,46,2387.335129
100.0,4,2387.402962
100.0,9,2387.551705
100.0,47,2566.945276
100.0,23,2567.247613
100.0,18,2567.495667
100.0,15,2567.70359
100.0,20,2567.972369
100.0,33,2749.915998
100.0,20,2750.192925
100.0,44,2750.785903
100.0,20,2751.053115
100.0,34,2751.506332
96213
100.0,129,239.153357
0.0,200,242.818413
100.0,170,245.655704
0.0,200,250.71795
0.0,200,254.155808
100.0,58,255.143878
0.0,200,258.393003
0.0,200,262.525161
0.0,200,265.987536
0.0,200,269.255239
100.0,140,271.535979
0.0,200,274.851778
0.0,200,278.163626
0.0,200,281.490955
100.0,36,282.117791
0.0,200,288.60697
0.0,200,291.906583
0.0,200,295.23091
0.0,200,298.492972
0.0,200,301.822229
100.0,87,303.318623
0.0,200,306.812223
100.0,148,309.967473
0.0,200,313.348818
0.0,200,316.783193
100.0,173,319.808056
100.0,113,323.321827
0.0,200,326.800919
0.0,200,330.168785
100.0,103,332.278079
0.0,200,336.425775
0.0,200,339.838089
0.0,200,343.660103
0.0,200,347.185549
100.0,106,348.984167
0.0,200,352.472938
0.0,200,356.312374
100.0,182,359.870629
100.0,134,363.900909
0.0,200,367.317607
100.0,124,369.425034
0.0,200,372.787397
100.0,149,375.35553
0.0,200,379.183446
0.0,200,384.013819
100.0,72,385.386439
0.0,200,388.853561
0.0,200,408.400505
100.0,33,408.975841
100.0,169,411.83572
0.0,200,416.838525
100.0,147,419.381699
0.0,200,422.7944
0.0,200,426.194843
0.0,200,430.380319
100.0,133,432.681381
-100.0,17,432.96994
0.0,200,436.446809
0.0,200,439.823724
100.0,35,440.418217
-100.0,197,443.705172
0.0,200,447.084148
0.0,200,450.681067
100.0,126,455.714292
0.0,200,459.166463
0.0,200,462.559923
0.0,200,465.973581
0.0,200,469.375235
0.0,200,472.720718
0.0,200,476.70683
100.0,63,478.094707
0.0,200,481.802852
0.0,200,485.200477
100.0,151,487.791695
0.0,200,491.23387
0.0,200,496.360436
0.0,200,500.282655
0.0,200,504.2994
0.0,200,507.658232
0.0,200,511.052123
0.0,200,514.467447
0.0,200,517.896282
0.0,200,521.313632
0.0,200,525.300125
0.0,200,529.110613
0.0,200,533.920374
0.0,200,537.244642
0.0,200,540.566909
100.0,38,541.211211
0.0,200,544.65502
100.0,22,545.038978
100.0,126,547.450786
0.0,200,551.813092
0.0,200,555.212424
100.0,163,558.003661
0.0,200,561.476506
100.0,46,562.270844
100.0,42,563.019539
0.0,200,566.58505
100.0,42,567.31004
100.0,83,570.517802
100.0,44,571.403569
0.0,200,575.6903
0.0,200,579.094977
100.0,159,581.761719
100.0,152,584.315486
0.0,200,587.886579
-100.0,41,588.606264
100.0,120,590.771521
100.0,78,592.112348
-100.0,21,592.477584
100.0,119,611.8498
0.0,200,615.255776
0.0,200,618.947035
100.0,97,621.288868
100.0,149,624.277914
100.0,95,627.611553
100.0,67,628.751635
100.0,12,628.963995
100.0,110,630.891195
100.0,157,633.747538
0.0,200,637.237834
100.0,58,638.250122
100.0,94,639.874006
100.0,198,643.622106
0.0,200,647.996258
-100.0,155,650.812893
100.0,159,653.587446
-100.0,171,656.516174
100.0,106,658.393813
-100.0,47,659.207522
100.0,114,661.20649
100.0,85,662.765163
100.0,128,666.877897
100.0,35,667.680197
100.0,88,669.643491
100.0,18,670.040578
100.0,155,672.923392
0.0,200,676.367492
0.0,200,679.75099
100.0,111,681.672059
-100.0,111,683.574105
100.0,141,685.978318
100.0,113,687.939839
100.0,178,691.273574
-100.0,57,692.630788
-100.0,26,693.264956
0.0,200,697.101889
100.0,166,699.980217
100.0,119,702.027782
0.0,200,707.243383
100.0,139,709.667324
0.0,200,713.175453
100.0,47,713.998744
100.0,75,715.684689
100.0,162,719.284611
100.0,120,721.431931
0.0,200,724.967549
-100.0,14,725.217656
100.0,109,727.148634
0.0,200,730.676567
100.0,82,732.184527
100.0,37,732.834376
100.0,64,734.026136
100.0,80,735.440868
100.0,43,736.207319
100.0,105,738.051214
100.0,49,739.108568
100.0,1,739.140325
100.0,80,740.96219
100.0,38,741.910779
0.0,200,748.161486
-100.0,26,748.659594
100.0,64,749.918213
100.0,76,751.401935
0.0,200,754.993775
-100.0,3,755.052474
0.0,200,758.547252
100.0,102,760.425861
0.0,200,764.383561
100.0,145,767.643989
0.0,200,771.131257
100.0,112,773.090933
100.0,91,774.685929
100.0,115,776.706074
0.0,200,780.138573
100.0,136,782.487706
100.0,67,785.254418
100.0,2,785.300266
100.0,51,786.192377
100.0,191,790.350977
100.0,132,793.111844
100.0,67,794.264673
100.0,87,795.802613
100.0,156,798.620474
100.0,80,800.023514
-100.0,27,800.511777
-100.0,173,803.53781
-100.0,100,819.164312
0.0,200,822.660262
100.0,49,823.476152
100.0,121,825.549759
100.0,68,826.685342
100.0,39,827.337806
100.0,48,828.154826
-100.0,9,828.318889
100.0,117,830.321253
100.0,71,831.469863
100.0,96,833.077342
-100.0,47,833.880071
0.0,200,840.856851
-100.0,51,841.752625
-100.0,150,844.301014
0.0,200,847.693264
100.0,20,848.037867
100.0,116,850.190441
100.0,73,851.440196
100.0,186,854.61411
100.0,84,856.046093
0.0,200,859.915825
100.0,100,862.154685
100.0,85,863.724794
100.0,125,865.72984
100.0,90,867.121156
